cell_type	gene_set	R2	MSE	Pearson	e_distance	mv_kde	jaccard_top100
CD4 T cells	CD4 default	0.9231275017559528	0.0066214358	0.96171546	2.107677976127091	0.02602178699540453	0.08695652173913043
