cell_type	gene_set	R2	MSE	Pearson	e_distance	mv_kde	jaccard_top100
CD4 T cells	CD4 default	0.9253761968761682	0.010709476	0.96495134	3.0338446215783623	0.03369345455392737	0.12359550561797752
