cell_type	gene_set	R2	MSE	Pearson	e_distance	mv_kde	jaccard_top100
CD4 T cells	CD4 default	0.9286832740902901	0.006142789	0.9667408956580908	2.0586416204302758	0.034764756762050555	0.21951219512195122
