cell_type	gene_set	R2	MSE	Pearson	e_distance	mv_kde	jaccard_top100
CD4 T cells	CD4 default	0.8477437596023083	0.021846816	0.9321719548272243	5.8272161233619535	0.045091821719947876	0.32450331125827814
