model	R2	MSE	Pearson	E_distance	MV_KDE	Jaccard
l1_do0.05	0.9626834419369698	0.003214259	0.98147947	1.6304042798550835	0.027497867959682995	0.06382978723404255
l1_do0.30	0.870992251187563	0.011111971	0.93346137	2.4109089520680147	0.044802690549426996	0.11731843575418995
l3_do0.05	0.943224710971117	0.004890424	0.9723127	1.8418631562617058	0.026407012931142552	0.02040816326530612
l3_do0.30	0.9131298533082008	0.007482578	0.95669055	3.6290597507587457	0.028099930701116875	0.03626943005181347
